experimentID	organ_slims	cell_slims	developmental_slims	system_slims	biosample_summary	simple_biosample_summary
ENCSR690VOH	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR282YTE	['epithelium', 'embryo']	[]	['ectoderm']	[]	Mus musculus strain B6NCrl neural tube tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR384JBF	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap midbrain tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR211OCS	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap midbrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR798FDL	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap hindbrain tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR312LQX	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NTac;B6NCrl/Lap hindbrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR983KOM	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl cerebellum tissue	strain B6NCrl C57BL/6
ENCSR432XZX	[]	[]	[]	[]	Mus musculus strain B6NCrl cortex tissue	strain B6NCrl C57BL/6
ENCSR197ZAV	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6CASTF1/J cerebellum tissue female (14 days)	female (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR594HUH	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6CASTF1/J cerebellum tissue male (10 days)	male (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR026MFT	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6CASTF1/J cerebellum tissue male (14 days)	male (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR263XCT	[]	[]	[]	[]	Mus musculus strain B6NCrl cortex tissue	strain B6NCrl C57BL/6
ENCSR767AJS	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl midbrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NCrl C57BL/6
ENCSR469VGZ	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl hindbrain tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NCrl C57BL/6
ENCSR000COF	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain C57BL/6J brain tissue male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR889WQX	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl frontal cortex tissue adult	adult strain B6NCrl C57BL/6
ENCSR000CMP	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain C57BL/6J telencephalon tissue male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000CMO	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain C57BL/6J cerebellum tissue male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR554JQP	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl cerebellum tissue adult	adult strain B6NCrl C57BL/6
ENCSR000CNW	['eye']	[]	['ectoderm']	['sensory system']	Mus musculus strain C57BL/6J retina tissue male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000CNU	['eye']	[]	['ectoderm']	['sensory system']	Mus musculus strain C57BL/6J retina tissue male postnatal (7 days)	male postnatal (7 days) strain C57BL/6J C57BL/6
ENCSR150RMQ	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR031HDN	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR551WBK	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR377YDY	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR896XIN	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR460BUL	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NTac;B6NCrl/Lap limb tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR618HDK	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap stomach tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR389CLN	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NTac;B6NCrl/Lap kidney tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR150EOO	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap intestine tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR758IRM	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NTac;B6NCrl/Lap kidney tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR732OTZ	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR023QZX	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR335VJW	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NTac;B6NCrl/Lap lung tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR627OCR	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR102NGD	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NTac;B6NCrl/Lap lung tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR363SKQ	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl stomach tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR668EIA	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR486XAS	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl stomach tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR652CNN	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (12.5 days)	mixed sex embryo (12.5 days) strain B6NCrl C57BL/6
ENCSR820ACB	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR068YGC	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NTac;B6NCrl/Lap heart tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR603MWL	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR371KFW	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR451NAE	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NTac;B6NCrl/Lap heart tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR000CMJ	['breast']	['cancer cell']	[]	[]	Mus musculus strain 3134 3134	strain 3134 RIII
ENCSR000CMZ	['adipose tissue', 'connective tissue']	[]	['mesoderm']	[]	Mus musculus strain C57BL/6J fat pad tissue male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000CNC	['gonad', 'connective tissue', 'adipose tissue']	[]	['mesoderm']	['reproductive system']	Mus musculus strain C57BL/6J gonadal fat pad tissue male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000CNT	['connective tissue', 'kidney']	['connective tissue cell', 'fibroblast']	['mesoderm']	['excretory system']	Mus musculus strain Patski Patski	strain Patski M.spretus x C57BL/6J
ENCSR000CNA	['lung', 'connective tissue']	['connective tissue cell', 'fibroblast']	['endoderm']	['respiratory system']	Mus musculus strain C57BL/6J fibroblast of lung male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000CNS	['connective tissue', 'embryo']	['connective tissue cell', 'fibroblast']	[]	[]	Mus musculus strain NIH3T3 NIH3T3	strain NIH3T3 NIH/Swiss
ENCSR687EAW	['connective tissue', 'embryo']	['connective tissue cell', 'fibroblast']	[]	[]	Mus musculus strain C57BL/6J 3T3-L1	strain C57BL/6J C57BL/6
ENCSR998KYQ	['connective tissue']	['connective tissue cell']	['mesoderm']	[]	Mus musculus strain C57BL/6J adipocyte	strain C57BL/6J C57BL/6
ENCSR000CNI	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain C57BL/6J liver tissue male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000CNH	['intestine', 'large intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain C57BL/6J large intestine tissue male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000CNG	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain C57BL/6J kidney tissue male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000CNM	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain C57BL/6J lung tissue male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000CNE	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain C57BL/6J heart tissue male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR145TJB	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6CASTF1/J heart tissue male (4 days)	male (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR005WPU	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue postnatal (0 days)	postnatal (0 days) strain B6NCrl C57BL/6
ENCSR094XAY	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue postnatal (0 days)	postnatal (0 days) strain B6NCrl C57BL/6
ENCSR224ZGJ	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6CASTF1/J lung tissue female (4 days)	female (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR984XSP	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6CASTF1/J kidney tissue male (10 days)	male (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR205UJK	['adrenal gland', 'endocrine gland']	[]	['ectoderm', 'mesoderm']	['endocrine system']	Mus musculus strain B6CASTF1/J adrenal gland tissue male (14 days)	male (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR837TJD	['adrenal gland', 'endocrine gland']	[]	['ectoderm', 'mesoderm']	['endocrine system']	Mus musculus strain B6CASTF1/J adrenal gland tissue female (14 days)	female (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR023EDS	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6CASTF1/J kidney tissue male (25 days)	male (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR575YLW	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6CASTF1/J lung tissue male (10 days)	male (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR000CNX	['musculature of body']	[]	['mesoderm']	['musculature']	Mus musculus strain C57BL/6J skeletal muscle tissue tissue male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR597BGP	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NTac;B6NCrl/Lap stomach tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR966ORC	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl intestine tissue embryo (16.5 days)	mixed sex embryo (16.5 days) strain B6NCrl C57BL/6
ENCSR961SMM	['intestine']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl intestine tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR894HWV	['extraembryonic component', 'epithelium']	[]	[]	[]	Mus musculus strain B6NCrl yolk sac tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR634ZDI	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6CASTF1/J kidney tissue female (4 days)	female (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR692ASO	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6CASTF1/J kidney tissue male (4 days)	male (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR969OPE	['stomach']	[]	['endoderm']	['digestive system']	Mus musculus strain B6NCrl stomach tissue postnatal (0 days)	postnatal (0 days) strain B6NCrl C57BL/6
ENCSR113CGA	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6CASTF1/J kidney tissue female (14 days)	female (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR671SQM	['gonad', 'testis']	[]	['mesoderm']	['reproductive system']	Mus musculus strain B6CASTF1/J testis tissue male (10 days)	male (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR639OQQ	['musculature of body', 'limb']	[]	[]	['musculature']	Mus musculus strain B6CASTF1/J gastrocnemius tissue male (4 days)	male (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR074RIB	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6CASTF1/J left cerebral cortex tissue male (10 days)	male (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR450ROJ	['brain']	[]	['ectoderm']	['central nervous system']	Mus musculus strain B6CASTF1/J right cerebral cortex tissue male (10 days)	male (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR749ILN	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (10.5 days)	mixed sex embryo (10.5 days) strain B6NCrl C57BL/6
ENCSR561FZE	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue embryo (11.5 days)	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6
ENCSR216UMD	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue postnatal (0 days)	postnatal (0 days) strain B6NCrl C57BL/6
ENCSR789AYI	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain B6NCrl liver tissue	strain B6NCrl C57BL/6
ENCSR581ZXI	['spleen', 'immune organ']	[]	['mesoderm']	['immune system', 'digestive system']	Mus musculus strain B6CASTF1/J spleen tissue male (10 days)	male (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR730MYK	['immune organ', 'thymus', 'endocrine gland']	[]	['endoderm', 'mesoderm']	['endocrine system', 'immune system']	Mus musculus strain B6CASTF1/J thymus tissue female (4 days)	female (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR179HEN	['immune organ', 'thymus', 'endocrine gland']	[]	['endoderm', 'mesoderm']	['endocrine system', 'immune system']	Mus musculus strain B6CASTF1/J thymus tissue male (10 days)	male (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ
ENCSR000CMM	['blood', 'bodily fluid']	['B cell', 'leukocyte', 'hematopoietic cell']	['endoderm', 'mesoderm']	['immune system']	Mus musculus strain C57BL/6J B cell male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000COB	['immune organ', 'thymus', 'endocrine gland']	[]	['endoderm', 'mesoderm']	['endocrine system', 'immune system']	Mus musculus strain C57BL/6J thymus tissue male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000COD	['blood', 'bodily fluid']	['hematopoietic cell', 'T cell', 'leukocyte']	['endoderm', 'mesoderm']	['immune system']	Mus musculus strain C57BL/6J induced T-regulatory cell male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000CNZ	['blood', 'bodily fluid']	['hematopoietic cell', 'T cell', 'CD4+ T cell', 'leukocyte']	['endoderm', 'mesoderm']	['immune system']	Mus musculus strain C57BL/6J naive thymus-derived CD4-positive, alpha-beta T cell male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000COC	['blood', 'bodily fluid']	['hematopoietic cell', 'T cell', 'CD4+ T cell', 'leukocyte']	['endoderm', 'mesoderm']	['immune system']	Mus musculus strain C57BL/6J CD4-positive, CD25-positive, alpha-beta regulatory T cell male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000CMN	['blood', 'bodily fluid', 'spleen']	['hematopoietic cell', 'leukocyte', 'B cell']	[]	['immune system']	Mus musculus strain C57BL/6J splenic B cell male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR000COA	['blood', 'bodily fluid']	['hematopoietic cell', 'T cell', 'leukocyte']	['endoderm', 'mesoderm']	['immune system']	Mus musculus strain C57BL/6J CD4-positive helper T cell male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR935RRY	['immune organ', 'thymus', 'endocrine gland']	[]	['endoderm', 'mesoderm']	['endocrine system', 'immune system']	Mus musculus strain B6NCrl thymus tissue postnatal (0 days)	mixed sex postnatal (0 days) strain B6NCrl C57BL/6
ENCSR257PGU	['bone element', 'bone marrow']	['hematopoietic cell', 'progenitor cell', 'myeloid cell']	['mesoderm']	['skeletal system', 'immune system']	Mus musculus strain C57BL/6J granulocyte monocyte progenitor cell male adult (5-6 weeks)	male adult (5-6 weeks) strain C57BL/6J C57BL/6
ENCSR914PYX	['bone element', 'bone marrow']	['hematopoietic cell', 'progenitor cell']	['mesoderm']	[]	Mus musculus strain C57BL/6J common myeloid progenitor male adult (5-6 weeks)	male adult (5-6 weeks) strain C57BL/6J C57BL/6
ENCSR229QKB	['bone element', 'bone marrow']	['hematopoietic cell', 'progenitor cell', 'myeloid cell']	['mesoderm']	[]	Mus musculus strain C57BL/6J megakaryocyte progenitor cell male adult (5-6 weeks)	male adult (5-6 weeks) strain C57BL/6J C57BL/6
ENCSR000CMS	[]	['hematopoietic cell', 'progenitor cell', 'myeloid cell']	[]	[]	Mus musculus c-Kit-positive CD71-negative TER-119-negative erythroid progenitor cells male embryo (14.5 days)	male embryo (14.5 days) CD-1
ENCSR498DQA	['bone element', 'bone marrow']	['hematopoietic cell', 'myeloid cell']	['mesoderm']	['skeletal system', 'immune system']	Mus musculus strain C57BL/6J megakaryocyte male adult (5-6 weeks)	male adult (5-6 weeks) strain C57BL/6J C57BL/6
ENCSR366VBB	['blood', 'bodily fluid']	['hematopoietic cell', 'stem cell']	['mesoderm']	[]	Mus musculus strain C57BL/6J hematopoietic stem cell adult (5-6 weeks)	adult (5-6 weeks) strain C57BL/6J C57BL/6
ENCSR453AWR	['blood', 'bodily fluid']	['hematopoietic cell', 'stem cell']	['mesoderm']	[]	Mus musculus strain C57BL/6J hematopoietic stem cell male adult (5-6 weeks)	male adult (5-6 weeks) strain C57BL/6J C57BL/6
ENCSR351YUI	['blood', 'bodily fluid']	['hematopoietic cell', 'leukocyte', 'myeloid cell']	['mesoderm']	['immune system']	Mus musculus strain C57BL/6J neutrophil adult (5-6 weeks)	adult (5-6 weeks) strain C57BL/6J C57BL/6
ENCSR000CNY	['spleen', 'immune organ']	[]	['mesoderm']	['immune system', 'digestive system']	Mus musculus strain C57BL/6J spleen tissue male adult (8 weeks)	male adult (8 weeks) strain C57BL/6J C57BL/6
ENCSR993QKC	['blood', 'bodily fluid']	['hematopoietic cell', 'T cell', 'leukocyte']	[]	['immune system']	Mus musculus strain Foxp3CreERT2 x Rosa26YFP inflammation-experienced regulatory T-cells male adult (6 months) originated from bone marrow hematopoietic cell	male adult (6 months) strain Foxp3CreERT2 x Rosa26YFP
ENCSR724UJS	['blood', 'bodily fluid']	['hematopoietic cell', 'T cell', 'CD4+ T cell', 'leukocyte']	['endoderm', 'mesoderm']	['immune system']	Mus musculus strain Foxp3CreERT2 x Rosa26YFP CD4-positive, CD25-positive, alpha-beta regulatory T cell male adult (4 months) originated from bone marrow hematopoietic cell	male adult (4 months) strain Foxp3CreERT2 x Rosa26YFP
ENCSR826JKN	['blood', 'bodily fluid']	['hematopoietic cell', 'T cell', 'CD4+ T cell', 'leukocyte']	[]	['immune system']	Mus musculus strain Foxp3CreERT2 x Rosa26YFP activated CD4-positive, CD25-positive, alpha-beta regulatory T cell male adult (4 months) originated from bone marrow hematopoietic cell	male adult (4 months) strain Foxp3CreERT2 x Rosa26YFP
ENCSR280ZDP	['embryo']	['stem cell']	[]	[]	Mus musculus strain C57BL/6J G1E	strain C57BL/6J C57BL/6
ENCSR000CNL	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus liver tissue male embryo (14.5 days)	male embryo (14.5 days) 129
ENCSR000CNJ	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain C57BL/6J liver tissue male embryo (14.5 days)	male embryo (14.5 days) strain C57BL/6J C57BL/6
ENCSR000CNK	['liver', 'exocrine gland', 'endocrine gland']	[]	['endoderm']	['endocrine system', 'exocrine system', 'digestive system']	Mus musculus strain 129.DLCR/DLCR liver tissue male embryo (14.5 days)	male embryo (14.5 days) strain 129.DLCR/DLCR 129
ENCSR000CMT	[]	['hematopoietic cell', 'progenitor cell', 'myeloid cell']	[]	[]	Mus musculus c-Kit-positive CD71-positive TER-119-negative erythroid progenitor cells male embryo (14.5 days)	male embryo (14.5 days) CD-1
ENCSR000CMU	[]	['hematopoietic cell', 'progenitor cell', 'myeloid cell']	[]	[]	Mus musculus c-Kit-positive CD71-positive TER-119-positive erythroid progenitor cells male embryo (14.5 days)	male embryo (14.5 days) CD-1
ENCSR000CMR	[]	['hematopoietic cell', 'progenitor cell', 'myeloid cell']	[]	[]	Mus musculus c-Kit-negative CD71-positive TER-119-positive erythroid progenitor cells male embryo (14.5 days)	male embryo (14.5 days) CD-1
ENCSR136XSY	['bone element', 'bone marrow']	['hematopoietic cell', 'progenitor cell', 'myeloid cell']	['mesoderm']	[]	Mus musculus strain C57BL/6J erythroid progenitor cell male adult (5-6 weeks)	male adult (5-6 weeks) strain C57BL/6J C57BL/6
ENCSR793RAV	['bone element', 'bone marrow']	['hematopoietic cell', 'myeloid cell']	['mesoderm']	['circulatory system']	Mus musculus strain C57BL/6J erythroblast male adult (5-6 weeks)	male adult (5-6 weeks) strain C57BL/6J C57BL/6
ENCSR064IHX	['bone element', 'bone marrow']	['hematopoietic cell', 'progenitor cell', 'myeloid cell']	['mesoderm']	[]	Mus musculus strain C57BL/6J megakaryocyte-erythroid progenitor cell male adult (5-6 weeks)	male adult (5-6 weeks) strain C57BL/6J C57BL/6
ENCSR000CHP	['embryo']	['stem cell']	[]	[]	Mus musculus G1E	129
ENCSR732IZK	['spinal cord']	['neural cell']	['ectoderm']	['central nervous system']	Mus musculus strain B6NCrl MN1	strain B6NCrl C57BL/6
ENCSR666HFH	['eye']	['neural cell']	['ectoderm']	['sensory system']	Mus musculus strain B6NCrl Muller cell postnatal (12 days)	mixed sex postnatal (12 days) strain B6NCrl C57BL/6
ENCSR636NXY	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NCrl C57BL/6
ENCSR959HKR	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NCrl C57BL/6
ENCSR742DUR	['lung']	[]	['endoderm']	['respiratory system']	Mus musculus strain B6NCrl lung tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NCrl C57BL/6
ENCSR066DPD	['kidney']	[]	['mesoderm']	['excretory system']	Mus musculus strain B6NCrl kidney tissue postnatal (0 days)	postnatal (0 days) strain B6NCrl C57BL/6
ENCSR876SYO	['embryo']	[]	[]	[]	Mus musculus strain B6NTac;B6NCrl/Lap embryonic facial prominence tissue embryo (14.5 days)	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6
ENCSR261ICG	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR204ZTY	['limb']	[]	['ectoderm', 'mesoderm']	['musculature', 'skeletal system']	Mus musculus strain B6NCrl limb tissue embryo (15.5 days)	mixed sex embryo (15.5 days) strain B6NCrl C57BL/6
ENCSR358MOW	['embryo']	[]	[]	[]	Mus musculus strain B6NCrl embryonic facial prominence tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR552ABC	['heart']	[]	['mesoderm']	['circulatory system']	Mus musculus strain B6NCrl heart tissue embryo (13.5 days)	mixed sex embryo (13.5 days) strain B6NCrl C57BL/6
ENCSR000CCJ	['immune organ', 'thymus', 'endocrine gland']	[]	['endoderm', 'mesoderm']	['endocrine system', 'immune system']	Mus musculus strain B6NCrl thymus tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
ENCSR000CBD	['spleen', 'immune organ']	[]	['mesoderm']	['immune system', 'digestive system']	Mus musculus strain B6NCrl spleen tissue male adult (8 weeks)	male adult (8 weeks) strain B6NCrl C57BL/6
